auth-key-required	lasair_ztf_alerts_north	https://lasair-ztf.lsst.ac.uk/api/cone/?ra=180.0&dec=30.0&radius=10.0&requestedColumns=objectId,ramean,decmean,gmag,rmag,classification&token=
auth-key-required	lasair_ztf_alerts_south	https://lasair-ztf.lsst.ac.uk/api/cone/?ra=60.0&dec=-30.0&radius=10.0&requestedColumns=objectId,ramean,decmean,gmag,rmag,classification&token=
auth-key-required	movebank_public_animal_tracking_studies	https://www.movebank.org/movebank/service/direct-read?entity_type=study&format=json&i_have_download_access=true&license_terms_accepted=true
auth-key-required	movebank_white_stork_migration	https://www.movebank.org/movebank/service/direct-read?entity_type=event&study_id=1099562&format=json&sensor_type_id=653&limit=1000
auth-key-required	nasa_ads_astrophysics_recent_publications	https://api.adsabs.harvard.edu/v1/search/query?q=arxiv_class:astro-ph.HE+AND+pubdate:{year}-{month}&fl=bibcode,title,author,ra,dec,object,abstract,pubdate&rows=200&sort=date+desc&format=json
auth-key-required	onc_observatory_stations	https://data.oceannetworks.ca/api/locations?method=getTree&token=&locationCode=&includeChildren=Y&deviceCategoryCode=CTD
auth-key-required	openaq_no2_global	https://api.openaq.org/v3/measurements?parameter_id=7&limit=1000&date_from={today}T00:00:00Z&date_to={today}T23:59:59Z&order_by=datetime&sort_order=desc
auth-key-required	openaq_o3_global	https://api.openaq.org/v3/measurements?parameter_id=3&limit=1000&date_from={today}T00:00:00Z&date_to={today}T23:59:59Z&order_by=datetime&sort_order=desc
auth-key-required	openaq_pm25_global	https://api.openaq.org/v3/measurements?parameter_id=2&limit=1000&date_from={today}T00:00:00Z&date_to={today}T23:59:59Z&order_by=datetime&sort_order=desc
auth-key-required	openaq_stations_global	https://api.openaq.org/v3/locations?limit=2000&order_by=lastUpdated&sort_order=desc&is_active=true
auth-key-required	opentopography_copernicus_dem30_elevation	https://portal.opentopography.org/API/globaldem?demtype=COP30&south={lat_min}&north={lat_max}&west={lon_min}&east={lon_max}&outputFormat=JSON&API_Key=demoapikeyot
auth-key-required	rubin_dp02_forced_source_lightcurves	https://data.lsst.cloud/api/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+2000+objectId,sourceId,ccdVisitId,band,forcedPsfFlux,forcedPsfFluxErr,psfFlux,psfFluxErr,midPointTai+FROM+dp02_dc2_catalogs.ForcedSource+WHERE+objectId%3D1249537790362809730+ORDER+BY+midPointTai+ASC
auth-key-required	rubin_dp02_object_catalog_galaxies	https://data.lsst.cloud/api/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+3000+objectId,coord_ra,coord_dec,g_psfFlux,r_psfFlux,i_psfFlux,z_psfFlux,extendedness,photoz_mode_1+FROM+dp02_dc2_catalogs.Object+WHERE+coord_ra+BETWEEN+55+AND+57+AND+coord_dec+BETWEEN+-32+AND+-30+AND+extendedness>0.5+ORDER+BY+r_psfFlux+DESC
auth-key-required	rubin_dp03_solar_system_objects	https://data.lsst.cloud/api/tap/sync?REQUEST=doQuery&LANG=ADQL&FORMAT=csv&QUERY=SELECT+TOP+3000+ssObjectId,mpcDesignation,nObs,arc,ra,dec,heliocentricDist,topocentricDist,phaseAngle,H,G12,trailedSourceMag+FROM+dp03_catalogs.SSObject+WHERE+H+IS+NOT+NULL+AND+H<22+ORDER+BY+H+ASC
auth-key-required	sios_svalbard_metadata	https://sios-svalbard.org/metsis/api/datasets?format=json&limit=200&subject=atmosphere
auth-key-required	tns_transient_name_server_recent	https://www.wis-tns.org/api/get/search?api_key=&ra=&dec=&radius=&units=arcsec&objtype=3,4,50&type=JSON&format=json&internal_name=&unclassified_at=1&classified_sne=0&include_frb=0&date_end={today}&num_page=50
